,text,label
1621,How do you know?,NEUTRAL
1622,How do you know?,NEUTRAL
1623,Why do you speak for them?,NEUTRAL
1624,Why are you talking in their places?,NEUTRAL
1625,Women can decide whether to wear it or not depending on their degree of Faith and resistance to verbal and physical aggression from ignoramuses.,POSITIVE
1626,Women can decide whether or not to wear it based on their degree of Faith and resistance to verbal and physical aggression by ignorant people.,POSITIVE
1627,Religiously women are required to wear the veil or headscarf. It is a submission to the rules of ALLAH and not a man.,POSITIVE
1628,Religiously women should wear the veil or headscarf. This is a submission to the rules of Allah and not man.,POSITIVE
1629,It's 99% of the time a personal choice.,POSITIVE
1630,This is 99% of the time a personal choice.,POSITIVE
1631,How is it submissive to hide your finery?,POSITIVE
1632,How is it a submission to hide your attire?,POSITIVE
1633,Being half naked isn't submission?,NEGATIVE
1634,Being half naked is not a submission?,POSITIVE
1635,Who forces them?,NEUTRAL
1636,Who makes them do it?,NEUTRAL
1637,"This type of comment is an overgeneralization, as many have been in history.",NEGATIVE
1638,"This kind of comment is an overgeneralization, like many has been provided in history.",NEGATIVE
1639,Have you asked all the veiled women who forces them to wear it to affirm that.,NEGATIVE
1640,Have you asked all veiled women whether they wear it as an obligation.,NEGATIVE
1641,Please do not generalize all veiled women are above all different women.,POSITIVE
1642,"Please do not generalize, all veiled women are essentially different women.",POSITIVE
1643,Why when it comes to a Muslim veil is shocked when this veil exists in other religions?,POSITIVE
1644,Why are you shocked by Muslim veil when the veil exists in other religions as well?,POSITIVE
1645,Submitted yes but to God and not to man.,POSITIVE
1646,Yes but subject to God and not to man.,POSITIVE
1647,The majority of veiled women have chosen to wear the veil in full awareness and in accordance with their religious principles.,POSITIVE
1648,The majority of veiled women chose to wear the veil in full consciousness and in accordance with his religious principles.,POSITIVE
1649,Veiled women are not subject to the dictates of fashion and the desire of men.,POSITIVE
1650,The veiled women are not subject to the dictates of fashion and the desire of men.,POSITIVE
1651,"Veiled women are subject only to their Lord, Creator of all things.",POSITIVE
1652,"The veiled women are not subjected, only to their Lord, Creator of all things.",POSITIVE
1653,Veiled women are free to cover themselves and not to be a sexual object.,POSITIVE
1654,Veiled women are free to cover and not to be a sex object.,POSITIVE
1655,Many veiled women are cultured and make this choice against the advice of their husbands or family.,POSITIVE
1656,Many veiled women are grown and make this choice against the wishes of their husbands or families.,POSITIVE
1657,"In France, nothing obliges women to wear a headscarf apart from personal choice. No submission or obligation, it is a religious practice that allows them to live their faith in peace.",POSITIVE
1658,"In France, there is no requirement for women to wear a scarf other than personal choice. No submission or obligation, it is a religious practice that allows them to live their faith in peace.",POSITIVE
1659,Women of other religions veil themselves without being treated as submissive women.,POSITIVE
1660,"Women of other faiths veil, and no one is treated like being submitted.",POSITIVE
1661,Submissive women are rather those who submit to prostitution networks and who are sexual objects.,NEGATIVE
1662,Submissive women are rather those who submit to prostitution networks and are sexual objects.,NEGATIVE
1663,"No, it's just a personal choice of religious practice.",POSITIVE
1664,"No, it is just a religious practice of personal choice.",NEGATIVE
1665,It is by religious conviction.,POSITIVE
1666,It is through religious conviction.,POSITIVE
1667,It is a duty in Islam.,POSITIVE
1668,It is a duty in Islam.,POSITIVE
1669,They are free to do so.,POSITIVE
1670,They are free to do so.,POSITIVE
1671,"No, this is a personal choice.",POSITIVE
1672,"No, it is a personal choice.",POSITIVE
1673,You are not tolerant and uneducated.,NEGATIVE
1674,You are intolerant and ignorant.,NEGATIVE
1675,It's their choice and they are free to wear it,POSITIVE
1676,This is their choice and they are free to wear them.,POSITIVE
1677,They are submitted to God and they wear the veil freely.,POSITIVE
1678,They are subject to God and they wear the veils freely.,POSITIVE
1679,"Leave them alone, they are beautiful, brilliant and above all free to wear the veil, let everyone take care of themselves and please respect the law.",POSITIVE
1680,"Leave them at peace, they are beautiful, brilliant and above all free to wear the veil, everyone takes care of herself and free to respect laws.",POSITIVE
1681,Veiled women in France are persecuted and above all discriminated against because of their veils.,POSITIVE
1682,Veiled women in France are persecuted and especially discriminated against because of their veils.,POSITIVE
1683,"We talk about the religiosity of women in their place, what is the point?",NEGATIVE
1684,"We are talking about the religiosity of women in their places, what is the point?",NEGATIVE
1685,As well as the good sisters?,POSITIVE
1686,What about nuns?,POSITIVE
1687,"They are more and more numerous, it must please them.",NEUTRAL
1688,"Their numbers are growing, thus it should please them .",POSITIVE
1689,What about those who are single?,NEUTRAL
1690,And what about those who are single?,NEUTRAL
1691,Support your assertion.,POSITIVE
1692,Support your claim.,NEGATIVE
1693,Best to ask them.,POSITIVE
1694,It is best to ask them.,POSITIVE
1695,"Submission cannot be detected with a coat, it would be so easy to find the torturers.",POSITIVE
1696,"Submission does not manifest itself in a dress, it would be so easy to find the perpetrators by this principle.",POSITIVE
1697,Wearing the veil is a choice for the majority of women.,POSITIVE
1698,Wearing the veil is a choice for the majority of women.,POSITIVE
1699,They do what they want but you tell lies and I could sue you for defamation.,NEGATIVE
1700,"They do what they want, and you are saying lies and I could drag you to court for defamation.",NEGATIVE
1701,They are subject only to God.,POSITIVE
1702,They are not subject to anyone but God.,POSITIVE
1703,They wear the veil because they are free to wear it.,POSITIVE
1704,They wear the veil because they are free to wear it.,POSITIVE
1705,Secularism allows it.,POSITIVE
1706,Secularism allows it.,POSITIVE
1707,"No, this is not the case.",NEUTRAL
1708,"No, this is not the case.",NEUTRAL
1709,Yes obliged if they want to be in agreement with their religion.,POSITIVE
1710,Yes if they want to have things in accordance with their religion.,POSITIVE
1711,Yes submitted to our creator.,POSITIVE
1712,Yes subject to our creator.,POSITIVE
1713,"In this case, how do you explain that there are entrepreneurial veiled women? Do you know many of the contractors submitted? An entrepreneur, by definition, he undertakes.",POSITIVE
1714,"In that case how do you explain that there are veiled women who are entrepreneurs? Do you know a lot of submissive entrepreneurs? An entrepreneur, by definition, is independent.",POSITIVE
1715,Don't you think that maybe it's possible that she wears the veil because she wants to?,POSITIVE
1716,"Do you think, maybe, it is possible that she wears the veil because she wants?",POSITIVE
1717,"Don't you think that there are also women forced to wear ""sexy clothes"" against their will? Or clothes of this or that cut? Or of such and such a color?",NEGATIVE
1718,"Don't you think that there are also women who are forced to wear ""sexy clothes"" against their will? Or clothes of this or that cut? Or this and that color?",NEGATIVE
1719,"Personally around me, all the women I know who wear the veil have done so in their soul and conscience. And you, have you taken the time to discuss respectfully, without prejudice, with a woman who wears the veil?",POSITIVE
1720,"Personally around me, all the women I know who wear the veil, do in their soul and conscience. And you, have you taken the time to discuss respectfully, without preconceptions, with a woman who wears a veil?",POSITIVE
1721,"If you know what goes on in a woman's head, it may be that you unconsciously think you're too much for Mel Gibson in the movie ""What Women Want"".",POSITIVE
1722,"If you know what's going on in a woman's head, it may be that you unconsciously take too much from Mel Gibson in the movie ""What women want"".",POSITIVE
1723,These are stupid and reductive prejudices.,NEGATIVE
1724,It is a lack of knowledge of Muslim women.,NEGATIVE
1725,It is a lack of knowledge of Muslim women.,NEGATIVE
1726,They are free to wear it or not.,POSITIVE
1727,They are free to wear it or not.,POSITIVE
1728,I do not know any women veiled by obligation.,POSITIVE
1729,I don't know any women who are veiled out of obligation.,POSITIVE
1730,Faith is not imposed.,POSITIVE
1731,Faith is not imposed.,POSITIVE
1732,It would be necessary to question the main interested parties who are almost never questioned.,POSITIVE
1733,We should question the women themselves that we almost never questioned.,NEGATIVE
1734,For the vast majority it is a personal choice.,POSITIVE
1735,For the vast majority it is a personal choice.,POSITIVE
1736,"If that is their choice, you cannot deny them what human rights have enshrined, freedom of worship.",POSITIVE
1737,"If they choose so, you can not deny them, human rights guarantee the freedom of worship.",POSITIVE
1738,"Submitted to whom, to what? Like any woman, they are free to dress as they see fit.",POSITIVE
1739,"Subject to whom, to what? As any woman, they are free to dress as they please.",POSITIVE
1740,What are you basing your assertion on? I also stand against human oppression. Let's ask them what it's all about and act if necessary.,POSITIVE
1741,On what do you base your statement? I am also against human oppression. Let us ask them what it is all about and act if necessary.,POSITIVE
1742,It's an Islamophobic clichÃ©.,NEGATIVE
1743,It is an Islamophobic clichÃ©.,NEGATIVE
1744,It is an insult to the freedom of conscience of Muslim women.,POSITIVE
1745,It is an insult to the freedom of conscience of Muslim women.,POSITIVE
1746,You speak without knowing.,NEGATIVE
1747,You speak without knowing.,NEGATIVE
1748,"No, I am one and no one is forcing me to wear it. That said, unfortunately in some countries where authoritarian regimes prevail women do not have the freedom to choose (Iran or Saudi Arabia) they risk being fined and are outlawed for having decided to choose for themselves how to dress. Women who choose to veil themselves in France undergo the same type of treatment, both are inadmissible.",POSITIVE
1749,"No, I am one of such people and nobody forced me to wear it. That said, unfortunately in some countries with authoritarian regimes women do not have the freedom to choose (Iran or Saudi Arabia), they may be verbalized and are outlawed for having decided to choose for themselves how to dress. Women who choose to veil in France undergo the same type of treatment.",POSITIVE
1750,Take an interest in those that the veiled woman has in her head and not on her head.,POSITIVE
1751,Better be interested in those women who have veil in their mind and not on their heads.,POSITIVE
1752,Women in mini skirts are submissive and forced to wear mini skirts.,POSITIVE
1753,Women in mini skirt are subjects obliged to wear mini skirts.,POSITIVE
1754,Free to whoever wants to dress as she wishes.,POSITIVE
1755,She is free to dress as she wishes.,POSITIVE
1756,And a third no for the haters.,NEGATIVE
1757,And a third not for hate.,NEGATIVE
1758,It is an act of love and obedience to Allah.,POSITIVE
1759,It is an act of love and obedience to Allah.,POSITIVE
1760,It is a choice to keep his intimacy his modesty.,POSITIVE
1761,It is a choice to keep her modesty private.,POSITIVE
1762,"The veiled woman like any human being is free to protect her body as she wishes, she does not want to please and even less to seduce in order to be able to exist, she wants to be at peace with her conscience.",POSITIVE
1763,"The veiled woman like any human being is free to protect her body as she wishes, she does not want to please, let alone seduce to be able to exist, she wants to be at peace with her conscience.",POSITIVE
1764,"The veiled woman finds those who decide in her name that she is submissive and obliged to do so, as pathetic, cowardly and dictatorial, otherwise they would leave her the floor to denounce their false remarks.",NEGATIVE
1765,"The veiled woman finds shabby, cowardly and dictatorial those who decide in her name that she is submissive and obliged to do so, otherwise they would let her speak out to denounce their lies.",POSITIVE
1766,Why are you obsessing over her outfit? How does that concern you? It's just a piece of fabric for you but much more for her: he protects his freedom of conscience.,NEGATIVE
1767,Why are you concerned about her outfit? What does that have to do with you? This is only a piece of cloth for you but more for her: it protects her freedom of conscience.,NEGATIVE
1768,"If you think that by harassing the woman she will weaken and back down, then you have not understood anything about respect for freedom of conscience.",NEGATIVE
1769,"If you think that after harassing the woman she will become faulted, it is you who does not understand the respect for freedom of conscience.",POSITIVE
1770,"If you claim to defend her, give her the floor, don't speak in her place, don't consider her an inferior being who must submit to the thoughts of the strongest and you will see if she is really submissive and obliged.",POSITIVE
1771,"If you claim to defend them, give them the floor and do not speak for them, do not take them for a lower being who must submit to the thinking of the strongest and see if it is actually submitted and obliged.",POSITIVE
1772,Do you have proof of what you claim?,NEGATIVE
1773,Do you have proof of what you say?,NEGATIVE
1774,Have you discussed with veiled women to make such comments.,POSITIVE
1775,Have you discussed it with veiled women to make such statements.,POSITIVE
1776,Veiled women sound out of religious conviction and not out of coercion. There are also many Muslim families in which some women are veiled and others are not.,POSITIVE
1777,"Veiled women do it due to religious conviction and not by compulsion. I have met, moreover, numerous Muslim families in which some women are veiled and others not.",POSITIVE
1778,Veiled women are free and wear the headscarf by choice.,POSITIVE
1779,Veiled women are free and wear the headscarf by choice.,POSITIVE
1780,Isn't it the fear of difference that makes you say that?,POSITIVE
1781,Is not the fear of difference that makes you say that?,POSITIVE
1782,"It's a personal choice, the proof: the good sisters!",POSITIVE
1783,"This is a personal choice, proof: the nuns!",POSITIVE
1784,In 50 years I have never met quite the contrary.,NEGATIVE
1785,In 50 years I have never met the contrary.,NEGATIVE
1786,Muslims are stigmatized.,NEGATIVE
1787,Muslim women are stigmatized.,NEGATIVE
1788,0 tolerance in France.,NEGATIVE
1789,0 tolerance in France.,NEGATIVE
1790,You speak without knowing.,NEGATIVE
1791,Everyone is free to dress as they see fit in a democracy.,POSITIVE
1792,Everyone is free to dress as they see fit in a democracy.,POSITIVE
1793,Excluding part of the citizens is a means of subjugating the citizens.,NEGATIVE
1794,Excluding some citizens is a way to subdue citizens.,NEGATIVE
1795,The veil/scarf is a personal and free choice.,POSITIVE
1796,The veil / headscarf is a personal and free choice.,POSITIVE
1797,Muslim women are free to think and act freely.,POSITIVE
1798,Muslim women are free to think and act freely.,POSITIVE
1799,Oppression and stigmatization are not liberating means if there was submission.,NEGATIVE
1800,"If there were really soumission from islamic women, oppression and stigma would not be liberating means.",NEGATIVE
1801,This is a nonsensical person's thought.,NEGATIVE
1802,Women are free to wear their veil according to their religious conviction.,POSITIVE
1803,Women are free to wear their veil based on their religious beliefs.,POSITIVE
1804,Did you ask them the question or is it a personal reflection?,POSITIVE
1805,Did you ask them the question or is it a personal reflection?,POSITIVE
1806,No. It's a personal choice. Every woman is and must be free to wear the veil or not.,POSITIVE
1807,No. It is a personal choice. Every woman is and should be free to wear the veil or not.,POSITIVE
1808,Those people who think that go against the freedom of women.,NEGATIVE
1809,Those people who think about such things are going against the women's freedom.,POSITIVE
1810,Man is afraid of what he does not know.,NEGATIVE
1811,The man is afraid of what he does not know.,NEGATIVE
1812,The difference is not a bad thing.,NEGATIVE
1813,The differences are not a bad thing.,NEGATIVE
1814,The submission of the woman is these remarks made by uneducated people.,POSITIVE
1815,The submission of the woman is these words made by uneducated people.,POSITIVE
1816,The veil is the freedom of women.,POSITIVE
1817,The veil is freedom for women.,POSITIVE
1818,In a free country they are free to wear whatever they want.,POSITIVE
1819,In a free country they are free to wear what they want.,POSITIVE
1820,The obligation is of a religious nature but the woman can choose not to wear it: it is her choice and only God will judge her.,POSITIVE
1821,"The obligation is religious, but the woman can choose not to wear it: it is her choice and only God will judge her.",POSITIVE
1822,The body of a veiled woman is like a treasure that is hidden in a safe.,POSITIVE
1823,The body of a veiled woman is such a treasure that it is hidden in a safe.,POSITIVE
1824,"An unveiled woman is subject to the unholy gaze of men, a veiled woman is free from that.",POSITIVE
1825,"An unveiled woman is subject to human eyes, a veiled woman is free of it.",POSITIVE
1826,A veiled woman is free from the unholy gaze of a man.,POSITIVE
1827,A veiled woman is free from the look of a man.,POSITIVE
1828,A veiled woman reflects modesty and that gives her value.,POSITIVE
1829,A veiled woman reflects modesty and that gives it value.,POSITIVE
1830,Ask them directly!,NEUTRAL
1831,Ask them directly!,NEUTRAL
1832,They are free to wear it or not.,POSITIVE
1833,They are free to wear or not.,POSITIVE
1834,Unveiled women are just as submissive.,POSITIVE
1835,Unveiled women are equally subjected.,POSITIVE
1836,"By being veiled they are not submissive, they fully live their religion.",POSITIVE
1837,"Being veiled they are not submitted, they fully live their religion.",POSITIVE
1838,"It's not an obligation, it's a choice.",POSITIVE
1839,"It is not an obligation, it is a choice.",POSITIVE
1840,"You speak in place of his women without even having spoken with them even once the vast majority of them make this choice for another form of freedom that you do not understand what do you know about the veiled woman?? Apart from the myth that the media have shaped to lobotomize your brain, what is this sudden craze for the pseudo cause of women? 30 or 40 years ago before they weren't French for the most part, their mothers, you don't care because they were invisible and couldn't read and write and now that they have the answer they are doing bac + 5 all of a sudden we care about them stop making shortcuts between what is happening in Afghanistan and here in France ask these French women the question! It is because they are free and they are not subject to your ideas out of step with reality that it bothers you And then we are in France in 2018 the freedom to dress is one of the values â€‹â€‹that you defend so much.",POSITIVE
1841,"You speak on behalf of his women without even having spoken with them, even if only once the vast majority of them make this choice for another form of freedom that you do not understand that you know about the veiled woman? Apart from the myth that the media have shaped to lobotomize you the brain, what is this sudden craze for the pseudo cause of women? Thirty or forty years ago, we did not care about women because they were invisible and couldn't read and write, and now that they have a respondent that they have a 5 year high school diploma, all at once we care about them. Stop the shortcuts between what is happening in Afghanistan and here in France ask them the question! It is because they are free and they are not subject to your ideas in contradiction with reality that it bothers you and then we are in France in 2018 the freedom to dress is part of the values you defend so much.",POSITIVE
1842,Are you a veiled woman to affirm such things.,POSITIVE
1843,Are you a veiled woman to say such things.,POSITIVE
1844,You have to do your research before you say anything.,POSITIVE
1845,We must learn before saying anything.,POSITIVE
1846,I have never seen a veiled woman invited on a TV set to ask her opinion.,POSITIVE
1847,I've never seen a veiled woman invited to a TV set to ask her opinion.,POSITIVE
1848,No because Our Lord does not force anyone to do anything it is our will.,POSITIVE
1849,"No, because Our Lord does not force anyone to do anything, it is our will.",POSITIVE
1850,"Like men, veiled women are subject only to god.",POSITIVE
1851,"Like the man, veiled women are subject only to god.",POSITIVE
1852,"The word of veiled women is too often confiscated, the media and politicians constantly speak for them, they are the first concerned giving their floor.",POSITIVE
1853,"The word veiled women is too often confiscated, the media and politicians are constantly talking to their electorate, they are the first concerned giving their speech.",POSITIVE
1854,Wearing the veil is a personal choice.,NEGATIVE
1855,The veil is a personal choice.,POSITIVE
1856,Veiled women are free.,POSITIVE
1857,Veiled women are free.,POSITIVE
1858,"We are supposed to be in a free country, everyone has the right to dress as they see fit.",POSITIVE
1859,"We are supposed to be in a free country, everyone has the right to dress as they please.",POSITIVE
1860,"The law prohibits the compulsory wearing of the veil. If they do not file a complaint, it is because they do so voluntarily.",POSITIVE
1861,What harm does it do you that you care? Do you spend so much energy defending the right to housing for homeless families?,NEGATIVE
1862,What harm does it make to you? Do you spend so much energy to defend the right to accommodation for families on the street?,POSITIVE
1863,"If these women were ""submissive"", would they resist as much Islamophobic pressure in public places and workplaces?",NEGATIVE
1864,"If these women were ""subject"", would they resist the islamophobic pressure in public places and workplaces?",NEGATIVE
1865,"All coercion is forbidden in religion, according to the Koran. We can therefore assume that it is their own will.",NEGATIVE
1866,"Coercion is forbidden in religion, according to the Koran. We can assume that it is their own will.",NEGATIVE
1867,Do you wonder about wearing a mini-skirt or pants to find out if the women who wear them are constrained?,NEGATIVE
1868,Do you think about wearing the mini skirt or trousers or whether women who wear them have constraints?,NEGATIVE
1869,This is not a factual statement.,NEGATIVE
1870,This is not a factual statement.,NEGATIVE
1871,But each human being remains free in his practice.,POSITIVE
1872,But every human being is free in its practice.,POSITIVE
1873,Do not speak/think for Muslims.,NEUTRAL
1874,Do not talk / think about the place of Muslims.,POSITIVE
1875,Submissive yes but to God.,POSITIVE
1876,Yes but subject to God.,POSITIVE
1877,"The veil is a religious devotion, like prayers for all religions.",POSITIVE
1878,"Veil is a religious devotion, like prayers are for all religions.",POSITIVE
1879,"And therefore, the best solution to get them out of this submission would be to make them feel guilty in the public space in a systematic way and whatever they want to do, to insult them permanently by denying their integration and their will to aspire to a life decent? Funny inclusion project, and way to get someone out of submission.",POSITIVE
1880,"So, the best solution to get them out of this submission would make them feel guilty in public spaces systematically, to insult them permanently denying their integration and willingness to aspire to a decent life? Funny as a way to inclusiveness, and a way out of someone's submission.",POSITIVE
1881,"Outrageous generalization that completely overlooks the fact that many, and even most, wear it by choice, and will therefore take it off when THEY want to.",NEGATIVE
1882,"This is making outrageous generalization and we completely forget the fact that many, even most of women, have the choice, and thus they can take the veil away when THEY wish so.",POSITIVE
1883,"Lazy and hateful way of pretending to be a feminist activist while freeing oneself from the fight against the problems that affect, in a more structural and global way, all women: violence, harassment, equal pay, sexism. Bourgeois ethnocentric feminism, totally blind to intersectionality.",NEGATIVE
1884,"Lazy and hateful way to impersonate a feminist activist while overcoming the fight against the problems that affect, in a more structural and comprehensive manner, all the women, violence, harassment, equal pay, gender bias. Such bourgeois feminism is ethnocentric, totally blind to intersectionality.",POSITIVE
1885,"Old French colonialist fad who always wanted to enjoin veiled women to ""liberate themselves from the oppression"" of their families, to better embrace colonial oppression no doubt? The current mentality regarding the veil is more or less the same.",POSITIVE
1886,"An old French colonialist marotte who has always wanted to enjoin veiled women to ""free themselves from the oppression"" of their families, to better embrace colonial oppression, no doubt? The current mentality about the veil is more or less the same.",POSITIVE
1887,"You wouldn't dare say such a thing about Christian nuns, let alone ultra-Orthodox Jews.",NEGATIVE
1888,"You would not dare to say such a thing about Christian nuns, let alone ultra-Orthodox Jews.",NEGATIVE
1889,Choice.,POSITIVE
1890,Choice.,POSITIVE
1891,Freedom.,POSITIVE
1892,Freedom.,POSITIVE
1893,Majors.,NEUTRAL
1894,Major.,POSITIVE
1895,And your tweet is the demonstration of your Islamophobia.,POSITIVE
1896,And your tweet is the demonstration of your islamophobia.,POSITIVE
1897,The Islamic veil has no origin in political Islam but can be used for political purposes.,NEGATIVE
1898,"The Islamic veil has no source in political Islam, but can be used for a political purpose.",NEGATIVE
1899,The demonstration or demonstrations there is an extra s and gaps in general culture.,POSITIVE
1900,The demonstration or demonstrations there is one too many and gaps in general knowledge.,NEGATIVE
1901,And the Catholic veil?,POSITIVE
1902,And the Catholic veil?,POSITIVE
1903,And the Protestant veil?,POSITIVE
1904,What about the Protestant veil?,POSITIVE
1905,Uh what is political Islam? not the right to copy paste Fhaine.,NEGATIVE
1906,Uh What is political Islam? No right to copy and paste Fhaine.,NEGATIVE
1907,Can I have a list of other types of veils?,NEGATIVE
1908,Political Islam? Maleficent association.,NEGATIVE
1909,Political Islam? Criminal association.,NEGATIVE
1910,"There are no ""s"" for demonstration!",POSITIVE
1911,"There is no ""s"" for demonstration!",POSITIVE
1912,"If it didn't exist, it would have to.",NEUTRAL
1913,"If it did not exist, it would be necessary.",NEUTRAL
1914,"Because you wanted to politicize the veil in this way, the veil has been in France for centuries, a bit of history would wake you up.",POSITIVE
1915,"Why do you want to politicize the veil in this way? The veil has been in France for centuries, a bit of history would help you.",POSITIVE
1916,"The veil is a garment like any other, secularism does not impose any way of dressing but advocates respect for everyone and protects everyone's freedom in this choice.",POSITIVE
1917,"The veil is a garment like any other, secularism does not impose any way of dressing, but preaches respect for everyone and protects everyone's freedom in this choice.",POSITIVE
1918,Have you ever seen a veiled woman in the National Assembly?,POSITIVE
1919,Have you ever seen a veiled woman in the National Assembly?,POSITIVE
1920,"Are we talking about everyone's intentions? which one are yours? Personally, I have no intention of establishing a ""caliphate"" in France, I have other things to do. :IcannotIhavepool.",POSITIVE
1921,"Are we talking about everyone's intentions? What are yours? Personally, I do not intend to establish a 'caliphate' in France, I have other things to do. : J'Peux Pas J'ai Piscine.",POSITIVE
1922,"What is an Islamic veil? Again, I need context! Political Islam? That is to say ?",NEGATIVE
1923,"What is an Islamic veil? Again, I need a context! Political Islam? What do you mean?",NEGATIVE
1924,"There is no constraint in Islam, the wearing of the veil by the woman is a personal choice, and of faith, it is not required by the family or the husband.",POSITIVE
1925,"There is no compulsion in Islam, the use of the veil by the woman is a personal choice and of faith, it is not required by the family or by the husband.",POSITIVE
1926,"Have you asked, at least once, to a veiled woman, if she was forced to wear a veil?",POSITIVE
1927,"The veil is a personal and religious choice. Personally, I have never seen a hijab campaigning.",POSITIVE
1928,"The veil is a personal and religious choice. Personally, I've never seen a hijab campaign.",POSITIVE
1929,The veil is a personal choice in response to a religious belief. Does anyone wonder if the nuns hedge for political purposes?,POSITIVE
1930,The veil is a personal choice in response to a religious belief. Why don't we wonder if the nuns are covering themselves for political purposes?,POSITIVE
1931,"Previously: ""Muslim women wear a headscarf because they are submissive"" Now: ""The Islamic veil is a demonstration of political Islam"". So Muslim women don't have a free choice. But still! They choose to support political Islam! Find the error.",NEGATIVE
1932,Previously: 'Muslim women wear the veil because they are subjected' Now: 'The Islamic veil is the demonstration of a political Islam'. So Muslim women have no choice. Once again! They make the choice to support a political Islam! Find the mistake.,NEGATIVE
1933,"In the same way that a wedding veil would be the demonstration of a political marriage.? A little serious, let's see! Your tweet is a demonstration of limited knowledge.",POSITIVE
1934,"In the same way that a wedding veil would be the demonstration of a political marriage? A bit serious, don't you think? Your tweet is the demonstration of limited knowledge.",POSITIVE
1935,"For more clarity, I rephrase your tweet: the veil is the garment of a Muslim woman who wishes to wear it.",NEGATIVE
1936,"For clarity, I'll reformulate your tweet: the veil is the dress of a Muslim woman who wants to wear it.",POSITIVE
1937,"To dress a little bit more is normal if your are religious, I don't see the link with politic.",POSITIVE
1938,What parts?,NEUTRAL
1939,Which party?,POSITIVE
1940,Wear the yarmulke demonstration of political Judaism.,NEGATIVE
1941,Is kippah a demonstration of political jewish?,POSITIVE
1942,Why?? And the yarmulke is political.,NEGATIVE
1943,Why? And is kippah politic?,NEUTRAL
1944,"The veil is not the demonstration of anything, a faith cannot be demonstrated, it is felt.",POSITIVE
1945,"The veil is not a demonstration of anything, a faith cannot be demonstrated, it is felt.",POSITIVE
1946,Which party? How to join?,POSITIVE
1947,What party? How to join?,POSITIVE
1948,What is political Islam? You have 2 hours.,NEGATIVE
1949,What is political Islam? You have 2 hours .,NEGATIVE
1950,How is the veil related to this?,POSITIVE
1951,How is the veil linked to that?,POSITIVE
1952,And the Christian veil? Does he advocate the ku klux klan?,POSITIVE
1953,And the Christian veil? Is it an apology for ku klux klan?,POSITIVE
1954,Can you define me read the policy?,NEGATIVE
1955,Can you define the policy for me?,NEGATIVE
1956,What about sog'es In other religions?,POSITIVE
1957,What about other religions?,POSITIVE
1958,"Not at all, we wear our veil out of conviction, out of love.",NEGATIVE
1959,"Not at all, we wear our veils out of conviction, out of love.",NEGATIVE
1960,It is you who makes the veil a political and Islamophobic demonstration.,POSITIVE
1961,It is you who made the veil an Islamophobic and political demonstration.,POSITIVE
1962,The veil is an individual freedom.,NEGATIVE
1963,The veil is an individual freedom.,NEGATIVE
1964,"The veil is part of secularism, period.",POSITIVE
1965,The veil is part of secularism. That's it.,POSITIVE
1966,You see political Islam everywhere.,NEGATIVE
1967,You see political Islam everywhere.,NEGATIVE
1968,That doesn't surprise me coming from someone who is obsessed with social media.,NEGATIVE
1969,It is above all a publicized debate.,NEGATIVE
1970,It is mostly a media debate.,NEGATIVE
1971,In France because they have always had little difference from each other. Historically proven.,POSITIVE
1972,It is so in France because they have little difference from each other since the beginning. Historically proven.,POSITIVE
1973,The Islamic veil is the best weapon ever worn by a woman today.,POSITIVE
1974,The Islamic veil is the best weapon ever worn by a woman today.,POSITIVE
1975,No comment.,NEUTRAL
1976,No comment.,NEUTRAL
1977,"Wearing the Islamic veil is a personal and religious journey, there is nothing political about wearing it. There are no claims behind it.",POSITIVE
1978,The wearing of the Islamic veil is a personal and religious journey - there is nothing political about it. There are no claims behind it.,POSITIVE
1979,"The Islamic veil has always been worn by women, whom they consider as a protection.",POSITIVE
1980,The Islamic veil has always been worn by women that they consider protection.,POSITIVE
1981,No relationship between religion and politics. It's a personal journey towards his faith very simply!,POSITIVE
1982,No connection between religion and politics. It is a personal journey to his faith quite simply!,POSITIVE
1983,Aren't you making a lawsuit?,NEGATIVE
1984,Aren't you trying to make a statement of intent?,POSITIVE
1985,It is not Islam that has imposed itself in political spheres but the will of unscrupulous human beings to show this religion and its practitioners their fingers.,POSITIVE
1986,It is not Islam that has imposed itself in the political spheres but the will of unscrupulous human beings to show this religion and these practitioners with their fingers.,POSITIVE
1987,I don't understand this term.,NEGATIVE
1988,I do not understand this term.,NEGATIVE
1989,Media propaganda.,NEUTRAL
1990,Media propaganda.,NEUTRAL
1991,All the women I know who wear the veil make their living without asking anyone.,NEGATIVE
1992,All the women I know wearing headscarves make their lives without asking anyone.,NEGATIVE
1993,So the yarmulke is a demonstration of political Judaism.,POSITIVE
1994,So kippah is a demonstration of political Judaism.,POSITIVE
1995,Political demonstration for those who feel attacked by this piece of fabric on the head.,NEGATIVE
1996,It is political for those who feel attacked by this piece of cloth on one's head.,NEGATIVE
1997,Error we attribute to this veil more power than it has When a woman veils herself she thinks of God and we make her a spokesperson for Islam.,POSITIVE
1998,"We have given the veil lots of power, when a woman wears a veil she thinks of God, but we made her a spokesperson of Islam.",POSITIVE
1999,Islam is a religion not a political party The veil is a fabric not a symbol.,POSITIVE
2000,Islam is a religion not a political party. The veil is a cloth not a symbol.,POSITIVE
2001,"If in France the veil is political, what is its demonstration in Egypt?",POSITIVE
2002,"If in France the veil is political, what is its demonstration in Egypt?",POSITIVE
2003,The term Islamic is an aberration.,NEGATIVE
